from,to,distance
NationalResearchCouncilOfThailand,RoyalForestDept.,260.11901819601655
RoyalForestDept.,ChatuchakPostOffice,299.26962389329793
ChatuchakPostOffice,OppositeSripatumUniversity,244.80056280575158
OppositeSripatumUniversity,BangbuaSchool,254.47147918432057
BangbuaSchool,PramotWitthayatanSchool,336.02233789394205
PramotWitthayatanSchool,BangbuaRestaurant,259.26192465876
BangbuaRestaurant,Phahonyothin49/2,289.22849628059356
Phahonyothin49/2,BangkhenBusDepot[FrontOf],291.58983842634643
BangkhenBusDepot[FrontOf],WatPhraSiMahathat,250.09371216916315
WatPhraSiMahathat,OppositeThetKoLotatBangKhen,262.35833166070313
OppositeThetKoLotatBangKhen,SoiNamSaiPhahonYothin61,297.6012730930063
SoiNamSaiPhahonYothin61,PhahonYothin65,362.12838484148756
PhahonYothin65,PhahonYotinSoi67/1,350.9989984964438
PhahonYotinSoi67/1,ThanakhanKrungthaiOppositeRongphayabanSensan,342.4574795296112
ThanakhanKrungthaiOppositeRongphayabanSensan,OppositeBikSiSaphanMai,355.21658619296477
OppositeBikSiSaphanMai,TalatThaiNarong,314.0545530329066
TalatThaiNarong,TalatYingCharoen,329.25905310705275
TalatYingCharoen,OppositeYaekWatKoYaekSaiMaiChongthangPharaChanthara,264.47371817112395
OppositeYaekWatKoYaekSaiMaiChongthangPharaChanthara,OppositeChongthangThaDindaengRongrianSenathikanThahanAkat,252.87097239828137
OppositeChongthangThaDindaengRongrianSenathikanThahanAkat,OppositeRongphayabanPhumiphon-Adunyadet,309.63160126145067
OppositeRongphayabanPhumiphon-Adunyadet,OppositeSamosonThahanAkat,360.1190998096355
OppositeSamosonThahanAkat,OppositeRongrianRitThiYa,324.1657544043394
OppositeRongrianRitThiYa,PhiphitthaphanKongthapAkat,257.8718840808959
PhiphitthaphanKongthapAkat,KongbanchakanKongthapArkatThai,272.6644316788732
KongbanchakanKongthapArkatThai,YaekKhopoYaekPaetChaek,288.06331220378104
YaekKhopoYaekPaetChaek,OppositeKomo25PhahonYothin54/1,261.5989557715873
OppositeKomo25PhahonYothin54/1,OppositeSoiAenNek,326.1231156950204
OppositeSoiAenNek,OppositeSoi39MubanKaDenHom,359.9245613715681
OppositeSoi39MubanKaDenHom,OppositeB.CareMedicalCenter,356.0323557973334
OppositeB.CareMedicalCenter,OppositeYaekLamLukKa,252.69731494896158
OppositeYaekLamLukKa,BigCOppositeZeerRangsit,286.4677788268167
BigCOppositeZeerRangsit,SrimummuangMarket,260.69318833085345
SrimummuangMarket,WatPrayoonSivaleeVillage,348.2511129229689
WatPrayoonSivaleeVillage,RangsitUniversity,291.3067387603995
RangsitUniversity,MakroRangsit,331.9758162024937
MakroRangsit,RangsitMarket,295.32342117059045
RangsitMarket,OppositeMubanRattanakosin200Pi,362.2902745081271
OppositeMubanRattanakosin200Pi,RangsitBusDepot,293.8966676534445
