from,to,distance
ThanakhanKrungthaiRamInThra,PamPotothoOppositeRanHiaHoPuDong,279.0567705912678
PamPotothoOppositeRanHiaHoPuDong,NoppositeharatHospital,294.28683558677585
NoppositeharatHospital,JanpenRestaurant,403.3867872128026
JanpenRestaurant,MakmaiRestaurant,373.444401978062
MakmaiRestaurant,PhrayaSuren,336.4562410062427
PhrayaSuren,Ramintra117,388.0069024551783
Ramintra117,Sinthanee2Village,311.9804068861402
Sinthanee2Village,PaenamRestaurant,382.613772995198
PaenamRestaurant,SetthabutBamphenSchool,276.35184243002107
SetthabutBamphenSchool,MinBuriIntersection(SoiTakhian),406.86850328233027
MinBuriIntersection(SoiTakhian),MinburiTechnicalCollege,383.36847856564975
MinburiTechnicalCollege,Jatujak2Minburi,365.7066720676503
Jatujak2Minburi,MinburiMarket(GoldenFiishBuilding),327.08298210183386
MinburiMarket(GoldenFiishBuilding),MinburiBusDepot,305.3273867425025
