from,to,distance
BusStopMRTHuaLamphong(Exit4),WatThaimit,220.48760798270584
WatThaimit,ThianfahHospital,287.66853268939894
ThianfahHospital,ChaloemburiIntersection,323.0554079933582
ChaloemburiIntersection,OldMarketYaowarat,277.39639541596665
OldMarketYaowarat,WatTuk,226.46679149631026
WatTuk,Sampeng-Phahurat,247.77589984531892
Sampeng-Phahurat,OppositeSuksanariSchool,326.9400067816529
OppositeSuksanariSchool,BansomdejchaoprayaRajabhat,279.36748227575845
BansomdejchaoprayaRajabhat,ItsaraphapSoi17/1,307.5155528260737
ItsaraphapSoi17/1,MatsayitDinFanLa,297.9968690446114
MatsayitDinFanLa,OppositeItsaraphapSoi23/2,235.7898094678064
OppositeItsaraphapSoi23/2,ItsaraphapSoi31,274.7925776388797
ItsaraphapSoi31,ItsaraphapSoi33,227.00782659609234
ItsaraphapSoi33,RongrianWatChinorot,274.61619501986854
RongrianWatChinorot,ItsaraphapSoi37,282.3979997891214
ItsaraphapSoi37,RongrianTonSom,262.2873669447435
RongrianTonSom,PhranNokIntersection,326.7364362137726
PhranNokIntersection,SoiWatYang,237.20098513909537
SoiWatYang,ThePawnShop6(FaiChaiJunction),261.5439869358968
ThePawnShop6(FaiChaiJunction),OppositeTheHospitalSrivijayaWadrwk.,275.55933016735065
OppositeTheHospitalSrivijayaWadrwk.,WatRuakSuttharam,300.9850719210841
WatRuakSuttharam,BangKhunSi,327.8676372608905
BangKhunSi,BangKhunNon,217.14328307522732
BangKhunNon,CharansanitwongTechnologicalCollege,299.6102277465041
CharansanitwongTechnologicalCollege,CharanSanitWongSoi43,235.9836859453304
CharanSanitWongSoi43,WatNaiRong,261.43903726505255
WatNaiRong,SeparateBoromarajonani,228.14004917045173
SeparateBoromarajonani,ThanonBoromRatChonnani,283.5010990238525
ThanonBoromRatChonnani,CentralPinklao,254.4015705738073
CentralPinklao,LumpiniCondoPinklao,340.32774526548616
LumpiniCondoPinklao,ChaophyaHospital,338.57940369141346
ChaophyaHospital,BefPinklaoBusTerminal,217.99338115503673
